worker_id,zone_risk_tier,current_month,lstm_forecast_score,aqi_7day_avg,platform_tenure_weeks,loyalty_weeks_paid,historical_disruption_rate,policy_tier,peer_claim_rate_zone,actual_premium
WK950931,3,5,1.0,104.96,58,37,0.55,Basic,0.204,95.45
WK423301,2,10,0.927,93.75,19,6,0.536,Standard,0.131,234.31
WK495727,3,5,1.0,107.29,74,48,0.539,Standard,0.206,48.04
WK309700,1,3,0.433,77.12,99,50,0.375,Premium,0.1,134.03
WK115267,1,11,0.369,58.35,168,138,0.317,Premium,0.079,48.85
WK166240,1,5,0.312,87.09,101,80,0.475,Basic,0.112,69.9
WK146150,2,5,0.693,101.03,41,23,0.554,Premium,0.156,241.19
WK438354,3,1,0.977,107.76,60,36,0.537,Standard,0.168,141.09
WK668016,3,9,1.0,92.88,167,143,0.583,Standard,0.15,225.75
WK211028,1,9,0.633,63.3,150,94,0.422,Standard,0.105,109.52
WK785761,3,9,1.0,110.47,83,65,0.545,Basic,0.224,52.3
WK330787,3,3,1.0,102.05,91,55,0.539,Standard,0.238,123.6
WK486903,5,8,1.0,117.35,157,95,0.869,Standard,0.258,321.51
WK904829,3,6,1.0,90.24,44,34,0.588,Standard,0.241,255.02
WK929696,3,3,1.0,112.28,194,165,0.591,Standard,0.182,112.88
WK729006,5,6,1.0,122.19,67,54,0.655,Standard,0.259,378.34
WK908878,5,1,1.0,101.47,98,69,0.809,Standard,0.295,207.5
WK821027,3,11,1.0,101.35,66,35,0.526,Standard,0.224,166.8
WK118506,1,3,0.603,85.26,154,116,0.424,Standard,0.056,123.35
WK771709,1,8,0.308,75.43,74,43,0.428,Premium,0.1,263.61
WK746288,1,2,0.578,67.6,109,70,0.402,Standard,0.12,79.16
WK894029,3,2,1.0,100.46,128,67,0.515,Premium,0.177,178.51
WK492716,2,11,0.617,94.21,57,42,0.516,Basic,0.125,70.29
WK314313,4,3,1.0,110.24,161,146,0.627,Premium,0.299,226.94
WK444656,1,4,0.482,68.23,154,127,0.375,Standard,0.119,92.95
WK897435,3,1,0.918,92.05,87,48,0.539,Basic,0.178,92.59
WK402467,4,2,1.0,117.38,199,117,0.613,Premium,0.266,232.46
WK315815,5,5,1.0,97.35,46,33,0.711,Standard,0.314,352.44
WK830100,3,4,0.932,90.77,20,16,0.567,Basic,0.244,98.58
WK292461,3,9,1.0,89.75,22,16,0.578,Premium,0.214,436.99
WK615524,2,8,0.762,97.42,124,86,0.489,Basic,0.151,92.93
WK248407,3,2,1.0,98.5,34,22,0.53,Basic,0.217,103.21
WK675507,4,6,1.0,113.79,13,4,0.679,Basic,0.21,184.64
WK589762,2,5,0.939,92.5,140,95,0.486,Premium,0.175,213.37
WK285006,5,10,1.0,133.67,143,71,0.742,Standard,0.29,241.4
WK570046,3,5,1.0,105.98,88,69,0.56,Standard,0.187,172.29
WK570046,4,5,1.0,112.59,88,69,0.648,Standard,0.295,205.86
WK477048,1,4,0.384,84.39,93,45,0.474,Standard,0.112,111.09
WK543230,1,11,0.33,62.55,140,121,0.439,Premium,0.134,158.65
WK959416,2,6,0.924,90.16,61,53,0.537,Standard,0.177,203.67
WK187275,1,9,0.448,87.18,105,96,0.471,Premium,0.067,191.54
WK284234,1,6,0.484,84.04,154,112,0.452,Basic,0.104,81.37
WK396983,3,8,1.0,111.24,106,83,0.54,Premium,0.21,427.73
WK396983,2,9,0.86,90.23,106,83,0.517,Premium,0.111,309.43
WK243294,2,7,0.681,91.16,173,109,0.475,Standard,0.179,217.83
WK104383,1,12,0.372,67.2,176,140,0.39,Basic,0.069,48.07
WK536019,4,9,1.0,117.85,155,79,0.607,Premium,0.228,334.79
WK422763,5,2,1.0,91.43,142,110,0.708,Premium,0.308,328.6
WK230524,5,8,1.0,108.3,119,77,0.631,Basic,0.328,163.08
WK557491,2,12,0.878,87.68,127,72,0.521,Basic,0.188,60.85
WK612357,1,1,0.371,73.22,196,172,0.44,Basic,0.122,50.57
WK544638,2,7,0.951,98.02,143,100,0.573,Premium,0.127,284.89
WK952624,2,7,0.628,96.07,146,113,0.497,Standard,0.172,47.97
WK776681,2,8,0.751,102.11,73,67,0.477,Standard,0.101,172.08
WK254525,1,8,0.511,74.71,54,46,0.416,Standard,0.068,162.76
WK254525,2,1,0.725,98.78,54,46,0.459,Standard,0.11,116.6
WK908422,2,4,0.68,103.14,21,11,0.523,Standard,0.116,50.85
WK714633,1,1,0.324,83.77,159,125,0.414,Premium,0.14,113.94
WK273878,5,2,1.0,132.04,9,3,0.744,Premium,0.302,478.98
WK659102,3,7,1.0,94.83,6,0,0.549,Basic,0.248,216.02
WK889013,2,12,0.714,93.43,73,43,0.536,Standard,0.143,142.92
WK382089,2,2,0.97,93.79,174,87,0.474,Standard,0.166,106.6
WK106732,5,6,1.0,143.81,72,41,0.681,Standard,0.25,334.49
WK173234,5,6,1.0,135.86,172,133,0.718,Standard,0.288,49.88
WK868650,2,12,0.988,96.87,171,87,0.551,Standard,0.132,101.35
WK838246,1,4,0.655,61.71,14,8,0.381,Premium,0.094,179.37
WK215593,4,12,1.0,109.15,65,49,0.634,Basic,0.23,88.73
WK161847,5,2,1.0,110.57,191,96,0.778,Standard,0.324,232.15
WK528649,4,4,1.0,122.16,40,37,0.639,Standard,0.272,181.19
WK274195,1,7,0.427,54.53,32,24,0.336,Standard,0.062,156.87
WK390206,2,12,0.967,85.03,170,135,0.533,Standard,0.198,138.05
WK601111,3,9,1.0,109.61,109,68,0.601,Basic,0.217,97.06
WK379005,4,9,1.0,125.32,183,130,0.668,Premium,0.262,47.53
WK647707,2,7,0.773,101.63,194,101,0.515,Standard,0.164,172.29
WK596219,2,5,0.668,101.63,192,166,0.548,Basic,0.157,73.71
WK814982,1,6,0.471,70.47,158,94,0.465,Standard,0.071,112.9
WK797385,2,2,0.98,87.92,133,87,0.531,Premium,0.155,168.69
WK446297,5,7,1.0,135.37,87,80,0.684,Basic,0.309,170.1
WK521326,1,11,0.513,85.07,104,71,0.409,Basic,0.12,50.62
WK393042,3,11,0.997,99.35,54,41,0.555,Standard,0.178,175.46
WK790881,1,4,0.429,82.46,181,106,0.438,Basic,0.144,50.86
WK103281,4,5,1.0,101.47,61,40,0.602,Basic,0.298,120.81
WK946785,2,9,0.98,93.63,149,100,0.485,Standard,0.193,142.29
WK608072,2,3,0.69,79.78,135,73,0.445,Standard,0.16,104.78
WK599250,3,9,0.914,108.09,181,159,0.59,Basic,0.169,98.42
WK304553,2,7,0.915,86.61,69,49,0.465,Basic,0.104,123.27
WK935527,5,7,1.0,89.45,144,118,0.753,Premium,0.345,546.72
WK567965,5,3,1.0,136.69,144,84,0.705,Basic,0.343,104.44
WK278711,5,1,1.0,109.69,92,51,0.846,Premium,0.32,353.06
WK130641,2,4,0.629,89.22,11,5,0.498,Standard,0.153,173.77
WK331081,2,12,0.604,87.38,6,2,0.524,Standard,0.184,149.55
WK803176,4,2,1.0,130.31,42,27,0.625,Basic,0.221,96.8
WK764323,1,6,0.435,81.37,137,89,0.444,Standard,0.124,122.5
WK703950,5,10,1.0,113.67,5,2,0.739,Standard,0.284,313.3
WK852293,4,2,1.0,112.72,45,36,0.571,Standard,0.251,167.22
WK334410,3,8,1.0,90.04,97,77,0.544,Basic,0.163,153.53
WK193469,2,1,0.883,93.43,21,16,0.479,Standard,0.191,140.09
WK221746,4,10,1.0,110.09,58,33,0.58,Standard,0.202,271.89
WK498663,4,6,1.0,119.12,9,4,0.651,Standard,0.277,316.21
WK718722,5,3,1.0,107.17,66,43,0.765,Basic,0.336,150.43
WK435169,2,5,0.961,89.74,40,23,0.439,Standard,0.198,237.7
WK730841,4,6,1.0,106.13,84,75,0.669,Standard,0.242,241.71
WK664441,1,3,0.456,84.84,106,83,0.487,Premium,0.089,111.81
WK411242,3,6,0.993,104.09,159,133,0.606,Standard,0.246,169.75
WK397158,5,2,1.0,121.65,23,10,0.763,Premium,0.279,447.16
WK423896,3,3,1.0,92.32,180,139,0.589,Basic,0.23,77.35
WK988845,2,8,0.8,91.47,91,46,0.473,Standard,0.113,225.65
WK838344,1,5,0.467,80.69,122,110,0.465,Basic,0.149,53.47
WK851583,2,5,0.715,88.49,77,65,0.445,Basic,0.125,86.38
WK155119,5,5,1.0,143.69,42,32,0.713,Premium,0.34,447.19
WK413630,5,3,1.0,132.17,150,136,0.674,Standard,0.276,209.02
WK810828,4,9,1.0,94.27,154,103,0.574,Standard,0.206,240.9
WK653485,2,1,0.882,97.78,99,59,0.556,Premium,0.146,214.22
WK674630,1,11,0.364,87.1,22,13,0.452,Premium,0.108,158.19
WK929714,5,11,1.0,114.82,38,23,0.663,Basic,0.301,147.64
WK844056,4,9,1.0,127.88,37,32,0.587,Standard,0.296,312.02
WK563348,1,3,0.304,39.47,63,38,0.254,Basic,0.061,51.64
WK943430,1,2,0.607,82.67,20,17,0.429,Standard,0.14,101.49
WK997729,4,3,1.0,117.24,11,3,0.623,Basic,0.278,134.61
WK547858,3,4,1.0,97.91,52,34,0.603,Basic,0.2,104.88
WK596894,3,12,1.0,106.66,84,74,0.523,Premium,0.205,212.65
WK781676,4,9,1.0,116.13,36,20,0.634,Premium,0.215,489.08
WK757428,1,6,0.386,74.88,136,118,0.418,Standard,0.067,121.19
WK515912,3,10,1.0,109.34,183,87,0.583,Premium,0.164,355.15
WK493605,5,8,1.0,120.31,140,126,0.754,Premium,0.263,529.69
WK781900,5,11,1.0,110.86,149,122,0.819,Basic,0.328,111.97
WK225829,4,2,1.0,122.77,48,24,0.617,Premium,0.262,320.15
WK801279,4,8,1.0,101.91,36,20,0.606,Standard,0.252,318.94
WK700446,5,10,1.0,123.35,28,14,0.68,Standard,0.314,322.97
WK289893,4,12,1.0,99.66,14,3,0.59,Standard,0.249,248.85
WK231319,2,4,0.994,87.21,51,28,0.489,Premium,0.108,266.77
WK933853,5,9,1.0,107.49,61,47,0.737,Premium,0.265,624.69
WK120705,5,9,1.0,120.19,49,29,0.678,Premium,0.332,519.79
WK977809,5,5,1.0,114.82,86,43,0.648,Premium,0.327,394.39
WK317541,3,9,0.974,116.17,21,14,0.604,Standard,0.203,240.21
WK568957,2,7,0.614,94.37,102,93,0.479,Standard,0.111,52.03
WK316247,4,9,1.0,111.02,151,108,0.65,Standard,0.254,269.3
WK136705,3,4,1.0,99.17,6,4,0.489,Standard,0.15,182.84
WK670873,2,4,0.807,86.12,106,61,0.481,Standard,0.126,116.29
WK148408,4,6,1.0,118.15,157,143,0.667,Premium,0.233,350.02
WK566532,2,1,0.914,85.07,34,17,0.475,Basic,0.113,85.44
WK648055,5,4,1.0,96.52,198,123,0.765,Standard,0.276,212.47
WK794804,1,2,0.513,82.5,159,135,0.389,Basic,0.133,48.76
WK414267,4,11,1.0,110.17,36,25,0.628,Standard,0.276,194.58
WK390870,5,10,1.0,96.66,185,135,0.779,Standard,0.314,290.85
WK367352,1,6,0.379,80.29,49,24,0.427,Standard,0.129,162.71
WK187298,5,12,1.0,113.01,12,9,0.687,Basic,0.251,130.08
WK250202,3,12,0.965,99.65,167,95,0.61,Standard,0.162,109.95
WK382486,1,1,0.616,87.0,40,21,0.434,Premium,0.062,204.55
WK779237,3,10,1.0,102.14,132,123,0.607,Basic,0.218,94.83
WK260947,3,5,1.0,107.26,147,101,0.533,Premium,0.209,267.44
WK732928,3,7,1.0,80.51,51,28,0.54,Standard,0.224,268.89
WK215333,5,6,1.0,131.29,81,48,0.727,Standard,0.284,322.15
WK193296,3,5,1.0,104.97,163,111,0.538,Basic,0.243,100.28
WK936865,1,7,0.302,48.64,116,69,0.372,Standard,0.07,128.9
WK333020,4,8,1.0,98.54,94,46,0.586,Standard,0.271,321.75
WK863706,5,6,1.0,105.07,79,36,0.807,Premium,0.256,592.33
WK465848,1,1,0.594,88.25,187,109,0.461,Standard,0.132,86.55
WK736975,4,6,1.0,117.71,25,22,0.616,Standard,0.267,300.74
WK888395,2,4,0.672,101.6,32,22,0.538,Basic,0.122,87.37
WK810737,4,8,1.0,111.57,73,41,0.622,Basic,0.273,164.09
WK233769,3,10,1.0,109.87,185,145,0.525,Standard,0.236,162.75
WK249600,2,9,0.749,93.43,62,39,0.479,Standard,0.156,261.64
WK860657,1,6,0.685,84.71,165,109,0.488,Standard,0.113,134.91
WK538560,4,8,1.0,113.19,152,88,0.585,Basic,0.275,149.78
WK937255,4,10,1.0,103.5,28,16,0.612,Standard,0.221,250.5
WK548544,5,2,1.0,124.82,109,80,0.765,Standard,0.252,166.05
WK999595,4,9,1.0,107.14,87,73,0.585,Premium,0.245,427.67
WK986304,2,9,0.911,93.72,4,2,0.46,Basic,0.157,131.51
WK351696,1,2,0.301,88.62,26,13,0.448,Premium,0.061,152.52
WK399736,3,7,1.0,103.96,195,166,0.586,Standard,0.17,195.4
WK544579,2,8,0.865,97.84,118,96,0.499,Basic,0.125,92.35
WK640028,3,6,1.0,97.96,38,31,0.562,Standard,0.207,236.0
WK746223,4,3,1.0,108.09,156,136,0.585,Standard,0.217,144.62
WK836720,4,10,1.0,109.35,101,75,0.634,Standard,0.279,217.77
WK874879,2,2,0.828,88.39,124,78,0.494,Premium,0.155,168.67
WK276718,4,12,1.0,114.2,70,34,0.607,Standard,0.218,175.48
WK980184,3,2,0.927,97.52,28,9,0.599,Standard,0.246,237.97
WK543256,2,5,0.937,88.8,63,42,0.494,Basic,0.139,103.5
WK218733,1,7,0.35,83.8,193,97,0.446,Premium,0.117,272.66
WK992104,5,1,1.0,109.9,198,134,0.856,Standard,0.282,177.99
WK377611,1,7,0.48,90.25,143,77,0.445,Premium,0.097,303.88
WK419626,1,12,0.634,60.23,30,19,0.296,Standard,0.121,98.5
WK419626,3,8,1.0,101.34,30,19,0.568,Standard,0.168,287.38
WK747756,4,11,1.0,104.54,198,164,0.635,Basic,0.203,98.59
WK582716,5,12,1.0,113.15,36,32,0.915,Basic,0.32,50.49
WK466709,5,11,1.0,139.19,112,87,0.754,Basic,0.292,100.65
WK551730,4,5,1.0,123.95,32,14,0.613,Premium,0.218,47.64
WK261177,2,8,0.837,95.86,97,76,0.458,Standard,0.103,165.84
WK906824,4,7,1.0,123.83,10,4,0.617,Premium,0.227,50.02
WK413823,5,11,1.0,98.86,181,165,0.706,Basic,0.316,113.31
WK382572,5,11,1.0,153.78,176,142,0.793,Basic,0.337,125.13
WK470920,1,1,0.356,80.52,162,88,0.406,Premium,0.106,107.12
WK843670,3,11,0.947,79.96,88,72,0.553,Standard,0.153,149.79
WK240173,3,9,1.0,102.17,116,90,0.562,Standard,0.24,213.2
WK268099,3,8,0.955,106.12,178,110,0.524,Standard,0.169,206.97
WK612824,3,3,1.0,96.04,63,33,0.526,Standard,0.154,191.84
WK901523,5,8,1.0,137.75,199,157,0.692,Standard,0.274,323.53
WK213119,5,4,1.0,100.56,79,46,0.86,Basic,0.344,141.71
WK114311,1,6,0.335,81.09,124,62,0.409,Basic,0.063,67.15
WK726090,2,2,0.777,72.01,24,14,0.454,Basic,0.198,88.58
WK609533,5,9,1.0,125.98,154,95,0.915,Standard,0.327,257.8
WK259903,5,6,1.0,127.23,190,125,0.706,Standard,0.326,243.94
WK220607,1,8,0.425,86.09,182,95,0.442,Basic,0.099,77.05
WK550005,4,4,1.0,114.51,133,71,0.63,Premium,0.272,269.73
WK626735,1,1,0.513,63.54,36,19,0.37,Standard,0.099,97.94
WK238722,2,6,0.793,82.51,45,20,0.508,Standard,0.154,273.22
WK253311,1,2,0.367,55.17,151,78,0.32,Standard,0.054,82.82
WK153430,5,11,1.0,91.12,20,11,0.678,Standard,0.317,252.93
WK342669,5,11,1.0,124.43,127,97,0.715,Basic,0.252,112.38
WK634630,3,7,1.0,103.89,69,56,0.501,Standard,0.236,221.43
WK382324,4,2,1.0,119.48,139,114,0.619,Standard,0.268,168.09
WK358965,2,8,0.85,89.39,112,67,0.498,Basic,0.104,103.18
WK154662,3,8,1.0,79.84,120,86,0.542,Basic,0.205,47.66
WK735984,1,6,0.666,86.91,160,111,0.509,Standard,0.087,119.98
WK615151,5,12,1.0,120.18,111,76,0.743,Standard,0.335,177.91
WK801442,2,7,0.696,89.39,31,21,0.48,Basic,0.105,138.08
WK877301,2,5,0.703,101.55,140,72,0.507,Standard,0.143,113.77
WK389351,2,3,0.821,81.49,74,58,0.538,Standard,0.147,129.49
WK211532,2,11,0.613,89.66,142,72,0.525,Standard,0.14,110.49
WK786141,3,8,1.0,104.77,176,124,0.562,Basic,0.164,50.07
WK178516,1,6,0.47,88.04,119,87,0.489,Standard,0.104,123.87
WK597233,1,11,0.551,81.63,163,141,0.451,Premium,0.118,132.44
WK301019,2,12,0.7,97.34,99,50,0.534,Premium,0.133,48.24
WK896241,5,4,1.0,142.26,189,143,0.748,Basic,0.269,122.65
WK852170,2,1,0.607,97.52,76,65,0.541,Basic,0.123,57.88
WK649205,3,5,1.0,110.69,83,63,0.578,Basic,0.174,93.42
WK387465,3,11,0.969,91.27,47,26,0.533,Premium,0.182,288.01
WK163746,4,9,1.0,123.45,171,97,0.629,Premium,0.273,360.01
WK658335,5,4,1.0,101.3,95,55,0.736,Premium,0.262,434.9
WK634017,3,7,1.0,93.89,144,96,0.545,Standard,0.167,252.56
WK384682,4,7,1.0,91.65,62,53,0.566,Standard,0.288,267.6
WK328387,3,5,1.0,107.02,123,110,0.597,Standard,0.229,134.52
WK929053,2,12,0.752,93.81,186,123,0.492,Basic,0.159,65.89
WK331039,4,3,1.0,117.32,122,90,0.624,Premium,0.277,228.45
WK279420,2,1,0.607,80.25,65,53,0.493,Standard,0.127,127.43
WK770685,5,11,1.0,67.81,121,110,0.643,Standard,0.347,192.42
WK929026,3,5,0.94,109.93,164,90,0.587,Premium,0.243,246.07
WK320172,2,8,0.616,104.86,145,128,0.52,Standard,0.194,188.19
WK763416,3,8,1.0,109.38,146,88,0.519,Basic,0.171,112.52
WK839730,3,7,1.0,114.89,65,49,0.603,Standard,0.243,257.41
WK741185,3,12,1.0,99.02,16,5,0.554,Standard,0.181,211.77
WK110913,4,12,1.0,114.39,80,49,0.632,Basic,0.272,98.05
WK116398,1,12,0.492,81.8,55,36,0.459,Basic,0.133,49.3
WK821541,1,12,0.534,54.33,50,45,0.348,Standard,0.096,83.84
WK765117,4,9,1.0,107.27,186,150,0.604,Standard,0.243,204.26
WK331356,2,6,0.624,100.31,84,76,0.525,Standard,0.188,139.61
WK946969,1,6,0.494,80.4,56,26,0.466,Premium,0.137,275.31
WK861566,1,6,0.4,63.04,84,47,0.461,Basic,0.131,86.88
WK198242,5,6,1.0,130.85,112,91,0.723,Standard,0.25,278.57
WK284665,3,10,1.0,95.96,149,106,0.569,Premium,0.241,227.15
WK289170,1,5,0.584,32.64,80,63,0.233,Premium,0.098,185.62
WK286367,1,1,0.376,88.39,133,66,0.46,Standard,0.075,117.54
WK175548,3,1,1.0,89.35,144,96,0.601,Standard,0.156,146.06
WK522056,4,9,1.0,129.91,103,69,0.691,Basic,0.271,163.0
WK947241,3,8,1.0,113.6,47,23,0.523,Standard,0.165,369.61
WK121722,4,6,1.0,76.22,34,26,0.598,Standard,0.24,321.35
WK775788,1,9,0.357,78.12,184,165,0.477,Premium,0.141,199.22
WK380658,3,8,0.991,102.03,172,84,0.486,Basic,0.199,123.18
WK109852,4,1,1.0,127.7,121,107,0.595,Standard,0.282,158.47
WK189092,2,3,0.849,83.63,70,55,0.49,Standard,0.177,117.13
WK565909,3,7,1.0,106.39,39,22,0.58,Standard,0.246,286.69
WK355652,5,1,1.0,107.31,51,32,0.694,Basic,0.285,118.28
WK229054,5,12,1.0,122.17,84,69,0.756,Premium,0.305,356.01
WK411152,4,12,1.0,98.99,194,167,0.616,Basic,0.218,79.79
WK335208,2,10,0.918,96.38,30,24,0.455,Basic,0.186,111.44
WK470472,4,6,1.0,127.32,139,74,0.676,Basic,0.219,109.84
WK849575,2,5,0.724,72.76,145,80,0.496,Basic,0.125,89.16
WK335428,2,5,0.859,99.47,195,140,0.526,Basic,0.105,70.87
WK449935,2,9,0.76,91.09,143,86,0.502,Premium,0.163,268.03
WK733870,3,6,1.0,98.74,148,90,0.553,Standard,0.17,224.94
WK728738,2,2,0.708,88.53,43,37,0.488,Premium,0.161,194.52
WK799686,2,7,0.914,101.82,88,52,0.502,Basic,0.129,130.89
WK208970,3,4,1.0,94.64,150,95,0.526,Premium,0.166,214.41
WK950100,4,6,1.0,124.61,51,37,0.624,Basic,0.26,145.63
WK255863,3,9,1.0,88.44,114,59,0.54,Standard,0.225,222.66
WK856383,2,4,0.935,93.13,35,31,0.441,Standard,0.108,142.71
WK548217,5,11,1.0,137.39,8,7,0.815,Standard,0.323,249.95
WK233730,4,10,1.0,128.29,122,77,0.621,Standard,0.269,226.5
WK618213,4,6,1.0,103.13,196,133,0.628,Basic,0.272,138.74
WK767527,1,8,0.678,64.56,168,125,0.349,Standard,0.05,132.29
WK676023,1,3,0.634,88.16,12,4,0.493,Basic,0.131,74.89
WK961304,3,6,1.0,110.46,19,8,0.507,Premium,0.202,449.44
WK542332,2,5,0.99,101.28,57,40,0.564,Basic,0.116,91.7
WK346617,2,8,0.744,71.78,69,36,0.516,Premium,0.152,361.73
WK117987,5,8,1.0,103.89,53,30,0.761,Premium,0.296,624.62
WK215507,1,6,0.32,62.67,87,71,0.357,Premium,0.086,190.7
WK916470,2,3,0.701,83.32,119,56,0.503,Standard,0.108,138.29
WK994762,5,8,1.0,81.95,37,19,0.738,Premium,0.313,589.31
WK335496,5,10,1.0,93.89,168,99,0.794,Basic,0.31,145.85
WK829578,5,11,1.0,122.17,52,28,0.712,Premium,0.309,371.62
WK545339,5,11,1.0,128.13,191,127,0.662,Premium,0.257,271.62
WK177353,4,12,1.0,101.63,27,16,0.627,Standard,0.288,178.01
WK482986,3,8,1.0,103.92,45,21,0.606,Premium,0.167,50.99
WK696831,4,7,1.0,118.16,83,49,0.577,Premium,0.256,555.8
WK246918,2,10,0.977,91.59,163,122,0.509,Premium,0.199,243.81
WK857656,2,5,0.765,105.53,55,44,0.559,Standard,0.158,150.93
WK263459,2,5,0.947,90.61,184,95,0.443,Standard,0.157,134.88
WK282012,3,2,0.922,109.6,170,137,0.561,Standard,0.193,103.67
WK544198,2,3,0.984,86.99,79,64,0.539,Standard,0.182,120.58
WK626251,3,4,0.968,92.8,64,32,0.523,Standard,0.182,200.77
WK264417,1,5,0.646,70.35,144,113,0.382,Basic,0.066,54.63
WK231211,3,4,1.0,99.83,115,83,0.526,Premium,0.215,187.37
WK292616,5,7,1.0,95.15,39,30,0.798,Premium,0.281,628.28
WK591190,4,4,1.0,110.42,64,55,0.629,Standard,0.294,188.33
WK272830,4,9,1.0,103.16,104,57,0.68,Premium,0.243,433.93
WK304189,2,2,0.737,83.09,174,126,0.508,Standard,0.119,96.33
WK732490,3,8,1.0,100.72,62,45,0.604,Standard,0.24,239.22
WK667875,4,4,1.0,101.63,146,92,0.594,Standard,0.289,166.92
WK893270,5,4,1.0,98.23,32,16,0.75,Basic,0.258,194.34
WK133939,4,12,1.0,76.33,150,139,0.649,Standard,0.256,131.09
WK692232,5,10,1.0,114.8,89,58,0.748,Basic,0.32,151.5
WK429861,5,4,1.0,126.02,61,38,0.652,Standard,0.306,48.55
WK888193,5,9,1.0,105.0,26,16,0.788,Premium,0.29,582.46
WK509617,5,6,1.0,133.33,114,57,0.715,Standard,0.304,364.94
WK877468,5,11,1.0,112.73,163,111,0.679,Standard,0.33,212.06
WK934739,2,12,0.95,92.96,92,75,0.469,Premium,0.117,49.29
WK258898,4,7,1.0,122.77,34,25,0.623,Standard,0.202,336.77
WK342818,5,1,1.0,92.59,104,94,0.718,Premium,0.271,279.6
WK268870,2,5,0.722,93.0,125,87,0.498,Standard,0.185,159.1
WK237570,2,6,0.902,100.17,146,75,0.542,Premium,0.127,228.38
WK551832,3,1,1.0,113.96,114,92,0.629,Standard,0.171,103.26
WK740037,5,9,1.0,128.87,168,120,0.692,Standard,0.348,267.28
WK621690,3,7,1.0,109.23,34,16,0.615,Standard,0.207,274.96
WK424578,2,4,0.672,93.22,63,39,0.48,Basic,0.127,99.72
WK576900,1,10,0.586,84.52,30,18,0.496,Basic,0.101,88.62
WK393724,3,11,0.956,117.19,44,36,0.536,Basic,0.175,91.72
WK287890,5,7,1.0,106.19,60,39,0.684,Standard,0.323,361.89
WK900216,1,7,0.306,83.28,9,6,0.495,Premium,0.138,268.54
WK696360,5,7,1.0,135.23,162,117,0.703,Basic,0.251,162.83
WK520415,5,8,1.0,113.15,193,176,0.883,Standard,0.28,392.1
WK637373,5,1,1.0,123.01,88,48,0.68,Standard,0.349,220.67
WK630519,3,2,1.0,95.75,100,61,0.504,Basic,0.238,77.22
WK775143,5,12,1.0,136.59,12,5,0.699,Standard,0.263,261.45
WK688041,1,4,0.477,81.68,63,44,0.401,Basic,0.148,52.87
WK265890,1,5,0.633,56.76,116,97,0.317,Basic,0.123,55.87
WK584734,1,2,0.522,72.13,45,27,0.388,Standard,0.144,110.84
WK661109,4,10,1.0,121.94,34,24,0.593,Basic,0.295,142.93
WK213611,1,2,0.572,63.76,38,19,0.339,Basic,0.101,63.18
WK444688,3,11,1.0,107.79,80,36,0.514,Basic,0.223,115.15
WK609917,4,1,1.0,112.93,150,101,0.625,Basic,0.285,93.98
WK576660,5,11,1.0,94.51,13,10,0.773,Basic,0.298,159.25
WK252582,4,4,1.0,107.67,171,97,0.567,Basic,0.217,109.65
WK911813,5,10,1.0,76.03,134,100,0.654,Basic,0.316,123.53
WK596405,3,12,1.0,103.14,147,117,0.578,Basic,0.152,65.47
WK895466,2,10,0.823,83.82,176,93,0.549,Standard,0.115,142.38
WK187651,4,5,1.0,116.75,52,46,0.637,Basic,0.205,112.73
WK412828,4,5,1.0,102.72,102,55,0.646,Basic,0.223,140.04
WK802173,1,7,0.558,63.69,127,73,0.391,Standard,0.145,154.35
WK549350,2,9,0.798,102.4,125,87,0.555,Premium,0.1,270.09
WK466242,4,6,1.0,125.83,34,15,0.665,Basic,0.216,178.17
WK921934,1,2,0.501,81.16,183,108,0.487,Standard,0.121,70.33
WK826559,5,10,1.0,91.7,184,156,0.757,Standard,0.34,239.61
WK726134,1,9,0.436,68.6,140,85,0.42,Standard,0.063,115.57
WK963506,2,1,0.869,91.85,112,59,0.476,Basic,0.102,76.65
WK254650,1,6,0.44,65.14,105,85,0.424,Standard,0.057,107.7
WK806682,1,7,0.563,76.03,165,143,0.385,Premium,0.067,199.89
WK972950,1,3,0.538,68.52,59,30,0.463,Premium,0.126,187.0
WK706472,5,6,1.0,119.68,91,49,0.732,Basic,0.314,158.88
WK296772,1,5,0.381,80.64,19,12,0.424,Premium,0.099,204.56
WK326636,3,4,0.943,89.83,35,22,0.581,Premium,0.216,309.11
WK704856,2,9,0.97,93.31,152,134,0.512,Standard,0.152,174.67
WK421876,2,5,0.624,102.12,91,63,0.577,Basic,0.155,51.48
WK780433,4,9,1.0,108.39,57,32,0.663,Premium,0.265,433.39
WK968415,4,2,1.0,108.45,138,128,0.667,Standard,0.252,151.9
WK284354,2,6,0.942,96.56,94,52,0.531,Standard,0.189,241.75
WK723789,3,2,1.0,104.92,81,52,0.624,Standard,0.16,142.11
WK986142,1,11,0.342,78.37,139,130,0.47,Standard,0.101,71.41
WK998626,3,6,1.0,112.96,9,3,0.551,Standard,0.161,269.7
WK117224,4,12,1.0,112.09,105,52,0.619,Basic,0.221,85.6
WK754128,5,8,1.0,81.77,115,88,0.65,Basic,0.312,178.36
WK945016,5,12,1.0,120.58,162,151,0.708,Standard,0.275,183.06
WK322162,4,3,1.0,126.17,15,10,0.676,Basic,0.237,116.72
WK220063,1,4,0.462,79.62,169,114,0.437,Premium,0.109,149.12
WK467645,3,8,1.0,106.39,21,18,0.573,Standard,0.158,286.0
