worker_id,zone_risk_tier,claim_frequency_30d,claim_amount_zscore,location_jump_count,gps_spoof_probability,policy_tenure_weeks,earnings_deviation,claim_timing_anomaly,peer_claim_correlation,device_change_count,login_anomaly_score,route_deviation_score,delivery_speed_anomaly,duplicate_claim_score,network_fraud_ring_score,barometric_consistency,zone_transition_anomaly,claim_photo_similarity_score,platform_switch_frequency,behavioral_baseline_deviation,label_fraud,fraud_type
WK0001587,3,0,-0.131,0,0.058,155,-0.117,0.085,0.302,1,0.02,0.014,0.144,0.094,0.017,0.938,0.162,0.085,0.117,0.148,0,none
WK0001588,2,0,-1.028,0,0.215,132,-0.254,0.096,0.038,1,0.067,0.132,0.125,0.124,0.089,0.954,0.057,0.066,0.089,0.201,0,none
WK0001589,5,0,1.008,2,0.109,16,0.186,0.192,0.144,1,0.072,0.164,0.045,0.055,0.084,0.821,0.09,0.215,0.011,0.138,0,none
WK0001590,1,2,1.801,1,0.016,119,0.231,0.115,0.331,0,0.225,0.076,0.117,0.028,0.109,0.977,0.139,0.19,0.154,0.137,0,none
WK0001591,4,0,-0.356,0,0.066,60,0.189,0.049,0.288,0,0.077,0.029,0.085,0.08,0.119,0.889,0.022,0.048,0.083,0.205,0,none
WK0001592,1,1,-0.214,14,0.806,116,0.145,0.192,0.164,1,0.125,0.999,0.008,0.081,0.107,0.834,0.859,0.095,0.131,0.122,1,location_fraud
WK0001593,1,2,-0.019,0,0.057,84,-0.207,0.274,0.148,0,0.003,0.26,0.039,0.066,0.118,0.91,0.175,0.078,0.045,0.088,0,none
WK0001594,4,2,1.399,2,0.265,154,0.038,0.121,0.374,1,0.212,0.029,0.086,0.122,0.081,0.804,0.094,0.166,0.172,0.108,0,none
WK0001595,3,1,0.374,2,0.219,86,0.178,0.145,0.357,0,0.146,0.002,0.099,0.055,0.026,0.807,0.005,0.093,0.074,0.02,0,none
WK0001596,3,0,0.332,2,0.032,52,0.073,0.232,0.016,1,0.167,0.245,0.224,0.122,0.104,0.916,0.073,0.08,0.152,0.18,0,none
WK0001597,1,3,-0.045,0,0.192,180,0.259,0.039,0.208,0,0.136,0.038,0.073,0.015,0.147,0.936,0.017,0.223,0.173,0.112,0,none
WK0001598,4,1,0.089,2,0.126,75,-0.194,0.138,0.16,0,0.097,0.043,0.15,0.027,0.076,0.988,0.097,0.207,0.148,0.217,0,none
WK0001599,5,2,-0.676,1,0.039,56,-0.105,0.008,0.325,1,0.11,0.23,0.224,0.108,0.07,0.852,0.12,0.115,0.115,0.048,0,none
WK0001600,3,0,-0.259,0,0.052,34,-0.104,0.176,0.375,0,0.13,0.275,0.139,0.116,0.173,0.987,0.033,0.11,0.159,0.032,0,none
WK0001601,1,1,-0.729,2,0.007,193,0.616,0.279,0.16,1,0.078,0.134,0.173,0.034,0.128,0.913,0.001,0.207,0.018,0.042,0,none
WK0001602,5,15,1.007,1,0.078,99,0.061,0.091,0.092,0,0.114,0.024,0.179,0.786,0.064,0.827,0.097,0.876,0.019,0.162,1,duplicate_claim
WK0001603,2,0,-1.064,1,0.036,191,0.314,0.271,0.043,0,0.086,0.13,0.144,0.012,0.112,0.959,0.179,0.039,0.115,0.228,0,none
WK0001604,1,1,0.506,0,0.004,109,-0.546,0.169,0.141,0,0.114,0.104,0.206,0.004,0.026,0.91,0.002,0.267,0.042,0.197,0,none
WK0001605,4,0,-1.571,2,0.031,14,0.261,0.214,0.245,0,0.157,0.251,0.217,0.063,0.105,0.969,0.053,0.04,0.012,0.026,0,none
WK0001606,1,1,0.208,1,0.212,75,0.245,0.188,0.975,7,0.863,0.173,0.195,0.104,0.91,0.965,0.111,0.1,0.082,0.09,1,fraud_ring
WK0001607,2,1,0.242,1,0.004,190,-0.213,0.149,0.183,1,0.115,0.023,0.058,0.03,0.094,0.837,0.095,0.04,0.095,0.142,0,none
WK0001608,5,0,0.068,1,0.078,44,-0.246,0.056,0.336,0,0.161,0.068,0.212,0.128,0.11,0.818,0.164,0.079,0.139,0.158,0,none
WK0001609,2,0,-0.14,2,0.062,100,-0.079,0.09,0.337,1,0.013,0.234,0.06,0.105,0.163,0.907,0.021,0.27,0.038,0.106,0,none
WK0001610,4,2,-0.92,2,0.025,42,-0.085,0.016,0.104,1,0.019,0.168,0.178,0.028,0.149,0.932,0.028,0.02,0.011,0.209,0,none
WK0001611,3,1,-0.302,0,0.093,11,-0.303,0.277,0.362,1,0.057,0.06,0.214,0.128,0.031,0.922,0.141,0.044,0.146,0.179,0,none
WK0001612,1,0,0.894,0,0.017,45,-0.036,0.177,0.175,1,0.114,0.162,0.191,0.13,0.025,0.832,0.062,0.22,0.025,0.033,0,none
WK0001613,1,0,1.194,0,0.135,109,0.151,0.249,0.21,0,0.0,0.054,0.224,0.052,0.084,0.917,0.045,0.147,0.042,0.138,0,none
WK0001614,3,0,-1.294,2,0.073,4,0.073,0.122,0.287,0,0.007,0.013,0.173,0.052,0.046,0.871,0.038,0.124,0.085,0.139,0,none
WK0001615,5,0,-0.957,0,0.021,61,0.006,0.065,0.129,1,0.231,0.147,0.177,0.081,0.133,0.992,0.022,0.05,0.065,0.088,0,none
WK0001616,1,2,0.426,0,0.041,181,-0.058,0.133,0.286,1,0.082,0.114,0.072,0.013,0.102,0.842,0.009,0.012,0.001,0.181,0,none
WK0001617,4,0,1.93,2,0.069,70,-0.42,0.259,0.278,1,0.225,0.026,0.16,0.006,0.035,0.894,0.095,0.24,0.161,0.021,0,none
WK0001618,3,0,-0.31,1,0.056,46,0.073,0.034,0.054,0,0.232,0.243,0.202,0.049,0.119,0.807,0.043,0.225,0.163,0.084,0,none
WK0001619,5,0,0.865,1,0.01,31,-0.108,0.034,0.116,1,0.038,0.074,0.095,0.011,0.165,0.99,0.007,0.193,0.025,0.054,0,none
WK0001620,2,0,0.637,2,0.167,46,0.207,0.11,0.116,0,0.239,0.138,0.003,0.033,0.011,0.891,0.16,0.261,0.168,0.038,0,none
WK0001621,3,1,-1.917,2,0.092,65,0.04,0.205,0.191,0,0.123,0.09,0.218,0.081,0.137,0.812,0.06,0.248,0.005,0.175,0,none
WK0001622,2,3,0.093,1,0.005,151,-0.432,0.031,0.113,1,0.078,0.141,0.19,0.005,0.138,0.822,0.15,0.183,0.132,0.135,0,none
WK0001623,3,1,0.672,1,0.024,148,0.262,0.131,0.005,0,0.003,0.21,0.026,0.001,0.169,0.874,0.096,0.089,0.018,0.224,0,none
WK0001624,2,1,-0.294,1,0.037,122,-0.042,0.102,0.012,0,0.035,0.016,0.182,0.001,0.124,0.81,0.126,0.054,0.026,0.043,0,none
WK0001625,1,1,-0.293,2,0.027,25,-0.024,0.113,0.303,0,0.036,0.148,0.15,0.044,0.085,0.901,0.177,0.256,0.087,0.177,0,none
WK0001626,2,1,0.475,1,0.105,159,0.096,0.136,0.023,0,0.047,0.11,0.218,0.07,0.147,0.875,0.117,0.153,0.081,0.084,0,none
WK0001627,3,2,-1.151,2,0.193,121,0.114,0.064,0.339,0,0.094,0.037,0.027,0.114,0.046,0.938,0.088,0.06,0.157,0.102,0,none
WK0001628,5,2,-1.266,1,0.035,26,0.137,0.241,0.336,0,0.132,0.077,0.22,0.028,0.023,0.994,0.095,0.065,0.007,0.003,0,none
WK0001629,4,0,-0.913,2,0.008,145,-0.225,0.023,0.253,1,0.072,0.056,0.219,0.077,0.004,0.916,0.133,0.046,0.042,0.136,0,none
WK0001630,1,0,0.315,0,0.073,102,0.618,0.242,0.219,1,0.09,0.154,0.008,0.102,0.067,0.997,0.084,0.192,0.05,0.068,0,none
WK0001631,4,1,0.666,1,0.12,50,-0.173,0.004,0.371,0,0.174,0.197,0.063,0.051,0.097,0.972,0.043,0.156,0.068,0.081,0,none
WK0001632,5,2,-0.073,0,0.15,130,0.005,0.054,0.187,0,0.005,0.207,0.182,0.077,0.061,0.826,0.172,0.166,0.104,0.185,0,none
WK0001633,4,0,-1.466,1,0.184,106,0.012,0.072,0.049,0,0.067,0.061,0.17,0.007,0.024,0.873,0.134,0.015,0.092,0.159,0,none
WK0001634,3,1,-2.225,2,0.061,93,0.061,0.045,0.134,0,0.178,0.004,0.157,0.016,0.125,0.836,0.113,0.185,0.082,0.171,0,none
WK0001635,2,1,-1.889,1,0.02,18,0.32,0.161,0.029,0,0.045,0.239,0.002,0.001,0.113,0.802,0.003,0.008,0.139,0.112,0,none
WK0001636,5,2,0.386,2,0.366,101,0.237,0.155,0.16,1,0.23,0.067,0.024,0.05,0.107,0.978,0.147,0.149,0.115,0.209,0,none
WK0001637,3,0,-1.092,0,0.058,154,-0.279,0.054,0.182,1,0.124,0.241,0.083,0.07,0.048,0.837,0.121,0.279,0.148,0.004,0,none
WK0001638,4,0,-0.57,1,0.042,57,-0.035,0.183,0.072,1,0.077,0.136,0.105,0.015,0.101,0.808,0.174,0.057,0.018,0.019,0,none
WK0001639,3,1,0.56,1,0.201,91,-0.207,0.114,0.231,1,0.096,0.074,0.071,0.035,0.129,0.932,0.031,0.253,0.173,0.126,0,none
WK0001640,3,2,-0.83,2,0.056,138,-0.364,0.112,0.121,1,0.113,0.115,0.119,0.09,0.03,0.873,0.009,0.277,0.031,0.119,0,none
WK0001641,4,1,-0.067,1,0.29,161,0.211,0.113,0.112,0,0.128,0.068,0.132,0.139,0.127,0.853,0.144,0.272,0.058,0.007,0,none
WK0001642,1,0,-0.305,0,0.225,124,0.084,0.021,0.365,0,0.146,0.056,0.034,0.04,0.085,0.943,0.096,0.105,0.08,0.025,0,none
WK0001643,2,3,-0.057,2,0.201,120,0.263,0.201,0.132,1,0.137,0.079,0.068,0.087,0.102,0.882,0.103,0.096,0.015,0.056,0,none
WK0001644,4,0,0.48,1,0.138,173,0.228,0.194,0.103,0,0.11,0.064,0.024,0.076,0.021,0.962,0.157,0.214,0.147,0.234,0,none
WK0001645,5,0,1.042,1,0.175,51,0.102,0.088,0.252,1,0.231,0.083,0.017,0.089,0.042,0.85,0.037,0.197,0.036,0.229,0,none
WK0001646,5,1,-1.628,1,0.031,39,-0.146,0.172,0.027,0,0.137,0.168,0.169,0.035,0.019,0.847,0.009,0.149,0.108,0.124,0,none
WK0001647,4,1,-0.087,0,0.022,146,-0.413,0.06,0.088,1,0.173,0.136,0.212,0.122,0.14,0.824,0.011,0.248,0.046,0.186,0,none
WK0001648,4,2,-0.821,1,0.197,198,-0.193,0.118,0.336,0,0.031,0.236,0.176,0.133,0.178,0.888,0.096,0.171,0.077,0.098,0,none
WK0001649,1,2,0.432,0,0.125,131,0.164,0.246,0.268,1,0.178,0.219,0.103,0.107,0.15,0.959,0.117,0.171,0.158,0.051,0,none
WK0001650,2,0,0.391,2,0.099,158,-0.015,0.265,0.137,0,0.055,0.25,0.065,0.068,0.038,0.892,0.116,0.075,0.082,0.078,0,none
WK0001651,2,0,0.528,0,0.106,160,0.209,0.144,0.236,1,0.109,0.098,0.197,0.092,0.028,0.856,0.178,0.241,0.089,0.031,0,none
WK0001652,3,0,-0.179,1,0.018,67,0.068,0.236,0.315,1,0.056,0.204,0.028,0.099,0.154,0.829,0.056,0.031,0.041,0.211,0,none
WK0001653,3,0,0.915,2,0.007,122,-0.321,0.149,0.376,1,0.088,0.145,0.038,0.053,0.104,0.892,0.063,0.269,0.075,0.034,0,none
WK0001654,4,3,0.023,2,0.319,51,2.006,0.146,0.067,1,0.118,0.013,0.79,0.021,0.012,0.833,0.105,0.103,0.087,0.685,1,earnings_manipulation
WK0001655,5,17,-0.744,1,0.102,46,0.18,0.033,0.13,1,0.187,0.071,0.195,0.876,0.135,0.86,0.133,0.993,0.022,0.069,1,duplicate_claim
WK0001656,1,0,1.141,12,0.738,4,-0.28,0.117,0.377,0,0.046,0.798,0.103,0.138,0.143,0.855,0.776,0.177,0.006,0.01,1,location_fraud
WK0001657,4,2,1.086,2,0.092,68,-0.104,0.26,0.376,0,0.204,0.195,0.03,0.048,0.028,0.866,0.032,0.14,0.157,0.219,0,none
WK0001658,4,2,0.257,1,0.114,9,0.07,0.042,0.043,0,0.035,0.117,0.115,0.004,0.088,0.873,0.151,0.011,0.104,0.193,0,none
WK0001659,5,0,-0.065,0,0.205,39,0.014,0.243,0.375,0,0.134,0.051,0.225,0.079,0.096,0.87,0.013,0.089,0.004,0.179,0,none
WK0001660,3,0,-0.937,2,0.042,7,0.116,0.041,0.056,1,0.207,0.149,0.068,0.125,0.137,0.95,0.07,0.083,0.143,0.131,0,none
WK0001661,2,3,1.669,1,0.074,27,-0.011,0.083,0.333,0,0.055,0.13,0.219,0.023,0.086,0.851,0.077,0.012,0.129,0.005,0,none
WK0001662,5,3,1.258,2,0.003,61,0.018,0.231,0.198,0,0.208,0.204,0.113,0.111,0.146,0.801,0.1,0.028,0.177,0.062,0,none
WK0001663,3,2,-0.656,1,0.051,169,-0.271,0.157,0.078,1,0.105,0.054,0.086,0.048,0.065,0.853,0.166,0.253,0.176,0.099,0,none
WK0001664,4,1,-0.034,2,0.098,97,-0.38,0.114,0.295,0,0.026,0.022,0.195,0.104,0.137,0.961,0.027,0.219,0.137,0.238,0,none
WK0001665,4,1,0.814,2,0.069,146,0.107,0.136,0.302,1,0.028,0.103,0.224,0.021,0.16,0.973,0.152,0.024,0.05,0.077,0,none
WK0001666,4,12,2.605,0,0.918,37,0.182,0.892,0.293,0,0.023,0.094,0.057,0.071,0.006,0.105,0.078,0.039,0.009,0.008,1,fake_rain_claim
WK0001667,5,2,-1.214,1,0.068,99,0.037,0.228,0.353,1,0.036,0.277,0.184,0.1,0.121,0.847,0.117,0.221,0.116,0.088,0,none
WK0001668,1,0,-2.013,0,0.193,54,-0.286,0.154,0.276,1,0.076,0.015,0.188,0.03,0.139,0.95,0.067,0.245,0.012,0.079,0,none
WK0001669,5,1,0.036,0,0.195,77,-0.204,0.137,0.011,0,0.137,0.188,0.142,0.012,0.095,0.991,0.012,0.243,0.023,0.111,0,none
WK0001670,3,0,0.887,2,0.035,86,-0.128,0.148,0.226,1,0.213,0.129,0.191,0.014,0.015,0.812,0.055,0.263,0.041,0.057,0,none
WK0001671,5,2,0.616,0,0.063,125,-0.062,0.266,0.174,1,0.005,0.205,0.016,0.048,0.071,0.821,0.018,0.278,0.015,0.186,0,none
WK0001672,3,3,0.798,1,0.329,149,0.252,0.061,0.034,1,0.182,0.016,0.217,0.033,0.017,0.825,0.145,0.066,0.096,0.145,0,none
WK0001673,4,0,0.12,2,0.017,16,-0.026,0.061,0.31,0,0.226,0.205,0.073,0.068,0.094,0.844,0.097,0.002,0.061,0.042,0,none
WK0001674,1,2,-1.061,1,0.035,42,-0.178,0.019,0.05,0,0.23,0.233,0.071,0.026,0.036,0.808,0.002,0.058,0.136,0.202,0,none
WK0001675,5,0,-0.713,1,0.179,87,0.183,0.021,0.148,1,0.23,0.001,0.039,0.077,0.075,0.805,0.159,0.003,0.041,0.122,0,none
WK0001676,1,0,-1.236,1,0.009,99,0.541,0.156,0.315,1,0.008,0.064,0.154,0.099,0.047,0.927,0.054,0.135,0.135,0.213,0,none
WK0001677,2,0,-0.839,1,0.095,192,0.299,0.269,0.359,1,0.055,0.08,0.228,0.06,0.013,0.801,0.066,0.228,0.077,0.171,0,none
WK0001678,4,1,0.243,1,0.015,94,-0.071,0.121,0.172,0,0.119,0.103,0.095,0.017,0.084,0.936,0.025,0.22,0.013,0.063,0,none
WK0001679,5,1,0.688,0,0.184,75,0.268,0.246,0.271,0,0.099,0.126,0.101,0.076,0.059,0.802,0.159,0.218,0.154,0.134,0,none
WK0001680,3,1,-1.622,2,0.061,93,-0.013,0.072,0.233,0,0.186,0.159,0.064,0.015,0.059,0.875,0.081,0.171,0.016,0.048,0,none
WK0001681,1,2,2.284,0,0.008,4,-0.26,0.188,0.274,0,0.014,0.07,0.092,0.109,0.071,0.949,0.027,0.064,0.016,0.077,0,none
WK0001682,4,1,0.961,1,0.041,9,-0.237,0.239,0.125,0,0.157,0.271,0.192,0.121,0.009,0.906,0.156,0.164,0.156,0.037,0,none
WK0001683,5,0,-0.66,2,0.139,56,0.028,0.261,0.251,0,0.097,0.031,0.008,0.027,0.081,0.952,0.153,0.009,0.165,0.074,0,none
WK0001684,3,0,0.43,2,0.048,78,0.298,0.192,0.239,1,0.071,0.237,0.156,0.009,0.077,0.85,0.075,0.018,0.069,0.01,0,none
WK0001685,1,1,-0.476,2,0.014,115,-0.075,0.108,0.11,1,0.044,0.277,0.041,0.044,0.107,0.913,0.079,0.148,0.007,0.215,0,none
WK0001686,3,1,-0.308,2,0.043,175,-0.107,0.138,0.14,1,0.018,0.05,0.017,0.083,0.002,0.975,0.101,0.224,0.068,0.098,0,none
WK0001687,5,2,1.045,2,0.065,92,0.062,0.152,0.333,0,0.186,0.134,0.091,0.056,0.062,0.835,0.08,0.021,0.132,0.124,0,none
WK0001688,3,0,-0.905,1,0.01,181,-0.033,0.242,0.116,1,0.093,0.147,0.022,0.081,0.008,0.884,0.092,0.068,0.086,0.213,0,none
WK0001689,3,1,-0.272,1,0.001,82,0.035,0.224,0.253,1,0.139,0.186,0.214,0.028,0.176,0.922,0.115,0.032,0.111,0.159,0,none
WK0001690,4,2,-0.409,2,0.034,94,-0.166,0.228,0.217,0,0.155,0.115,0.083,0.043,0.153,0.829,0.074,0.097,0.005,0.201,0,none
WK0001691,4,2,-1.209,2,0.054,24,2.704,0.128,0.325,1,0.152,0.019,0.829,0.04,0.139,0.894,0.003,0.28,0.179,0.85,1,earnings_manipulation
WK0001692,3,3,0.913,0,0.079,33,-0.286,0.033,0.121,0,0.165,0.153,0.072,0.085,0.147,0.856,0.177,0.044,0.066,0.097,0,none
WK0001693,5,0,-0.19,1,0.083,58,0.067,0.06,0.291,0,0.113,0.027,0.202,0.095,0.024,0.88,0.003,0.071,0.037,0.0,0,none
WK0001694,4,2,0.485,0,0.065,168,-0.119,0.232,0.361,0,0.175,0.227,0.21,0.078,0.019,0.956,0.062,0.253,0.045,0.01,0,none
WK0001695,5,0,-0.309,0,0.108,84,0.088,0.126,0.079,1,0.049,0.129,0.025,0.057,0.129,0.817,0.149,0.264,0.052,0.016,0,none
WK0001696,5,2,-0.025,2,0.002,169,-0.04,0.06,0.157,0,0.11,0.035,0.15,0.035,0.037,0.915,0.095,0.016,0.063,0.016,0,none
WK0001697,4,1,1.957,0,0.038,153,0.438,0.042,0.119,1,0.071,0.057,0.24,0.14,0.103,0.864,0.05,0.18,0.008,0.165,0,none
WK0001698,2,1,-0.843,0,0.086,20,0.011,0.068,0.098,0,0.143,0.061,0.128,0.083,0.123,0.925,0.016,0.046,0.046,0.237,0,none
WK0001699,3,1,0.906,1,0.034,53,0.122,0.158,0.265,1,0.004,0.112,0.099,0.08,0.07,0.994,0.131,0.273,0.117,0.223,0,none
WK0001700,4,1,-0.798,2,0.072,137,-0.103,0.152,0.304,0,0.098,0.253,0.014,0.048,0.134,0.827,0.119,0.004,0.123,0.194,0,none
WK0001701,1,2,0.502,2,0.067,109,0.253,0.092,0.066,0,0.098,0.003,0.103,0.13,0.103,0.828,0.156,0.24,0.084,0.235,0,none
WK0001702,5,0,-0.348,2,0.048,165,0.307,0.19,0.202,0,0.171,0.191,0.121,0.125,0.11,0.957,0.051,0.232,0.088,0.23,0,none
WK0001703,3,2,0.238,2,0.002,117,-0.182,0.056,0.175,0,0.199,0.169,0.085,0.132,0.15,0.876,0.034,0.11,0.078,0.209,0,none
WK0001704,1,0,0.677,0,0.159,112,-0.069,0.054,0.104,1,0.034,0.125,0.19,0.13,0.008,0.82,0.119,0.203,0.005,0.027,0,none
WK0001705,1,1,-1.517,1,0.185,143,0.218,0.123,0.141,1,0.166,0.128,0.159,0.089,0.087,0.89,0.1,0.28,0.084,0.172,0,none
WK0001706,5,1,-0.573,2,0.04,145,-0.005,0.125,0.197,1,0.213,0.129,0.094,0.038,0.086,0.931,0.012,0.048,0.069,0.081,0,none
WK0001707,5,0,0.345,2,0.17,103,0.103,0.121,0.206,0,0.029,0.021,0.017,0.002,0.102,0.855,0.082,0.042,0.108,0.239,0,none
WK0001708,4,0,-0.211,2,0.129,5,0.13,0.081,0.04,1,0.089,0.084,0.078,0.072,0.178,0.871,0.163,0.109,0.137,0.11,0,none
WK0001709,3,1,0.338,0,0.053,54,-0.385,0.255,0.263,1,0.199,0.241,0.148,0.056,0.048,0.841,0.152,0.164,0.128,0.223,0,none
WK0001710,3,0,0.277,0,0.118,115,0.465,0.22,0.288,0,0.239,0.231,0.064,0.005,0.092,0.901,0.172,0.09,0.032,0.074,0,none
WK0001711,2,0,0.43,0,0.382,104,0.192,0.208,0.378,0,0.218,0.26,0.197,0.042,0.174,0.904,0.04,0.266,0.091,0.05,0,none
WK0001712,5,2,-0.118,2,0.027,117,-0.017,0.01,0.009,0,0.034,0.217,0.19,0.029,0.098,0.903,0.159,0.279,0.158,0.222,0,none
WK0001713,4,1,1.333,0,0.015,24,-0.064,0.025,0.344,1,0.228,0.096,0.071,0.039,0.163,0.91,0.174,0.067,0.091,0.108,0,none
WK0001714,3,0,0.107,0,0.048,31,-0.208,0.223,0.12,0,0.136,0.173,0.17,0.014,0.139,0.987,0.033,0.078,0.127,0.017,0,none
WK0001715,5,0,1.706,1,0.1,24,0.105,0.03,0.142,1,0.227,0.179,0.219,0.037,0.144,0.975,0.058,0.011,0.093,0.098,0,none
WK0001716,1,1,0.034,0,0.115,55,0.017,0.235,0.078,0,0.102,0.137,0.066,0.033,0.162,0.824,0.18,0.222,0.052,0.178,0,none
WK0001717,4,2,1.334,2,0.004,184,0.067,0.054,0.3,0,0.084,0.03,0.212,0.099,0.146,0.955,0.128,0.14,0.171,0.008,0,none
WK0001718,1,1,0.276,1,0.069,92,-0.011,0.016,0.139,1,0.028,0.227,0.016,0.013,0.007,0.819,0.124,0.093,0.171,0.153,0,none
WK0001719,1,1,0.828,0,0.199,22,-0.101,0.132,0.17,1,0.128,0.263,0.207,0.069,0.033,0.928,0.142,0.135,0.055,0.103,0,none
WK0001720,5,1,-0.415,0,0.023,157,0.116,0.141,0.326,1,0.041,0.256,0.096,0.062,0.036,0.815,0.065,0.059,0.052,0.224,0,none
WK0001721,3,1,0.615,0,0.054,70,-0.011,0.18,0.376,1,0.013,0.056,0.12,0.128,0.151,0.872,0.113,0.108,0.091,0.092,0,none
WK0001722,1,0,-0.303,0,0.12,174,0.092,0.245,0.151,1,0.21,0.078,0.167,0.035,0.105,0.948,0.131,0.272,0.123,0.238,0,none
WK0001723,5,2,0.132,1,0.154,67,-0.334,0.031,0.266,0,0.239,0.2,0.077,0.055,0.144,0.919,0.131,0.058,0.085,0.054,0,none
WK0001724,3,0,0.731,1,0.066,109,0.18,0.214,0.372,1,0.033,0.271,0.133,0.049,0.126,0.993,0.095,0.252,0.158,0.025,0,none
WK0001725,4,0,0.677,1,0.083,41,-0.028,0.262,0.292,0,0.083,0.036,0.226,0.031,0.166,0.997,0.156,0.158,0.146,0.132,0,none
WK0001726,1,1,-0.653,1,0.126,133,-0.081,0.245,0.117,1,0.122,0.061,0.151,0.067,0.084,0.848,0.081,0.017,0.121,0.216,0,none
WK0001727,4,2,0.041,0,0.042,162,-0.163,0.024,0.174,0,0.234,0.173,0.067,0.044,0.104,0.994,0.017,0.205,0.072,0.083,0,none
WK0001728,2,0,0.23,0,0.069,55,-0.101,0.125,0.029,1,0.098,0.031,0.056,0.114,0.069,0.907,0.146,0.049,0.12,0.135,0,none
WK0001729,5,0,0.577,2,0.023,94,0.053,0.112,0.313,1,0.234,0.147,0.225,0.06,0.175,0.886,0.099,0.065,0.165,0.075,0,none
WK0001730,4,0,2.321,0,0.057,175,-0.19,0.199,0.362,0,0.165,0.047,0.209,0.02,0.082,0.905,0.127,0.142,0.034,0.084,0,none
WK0001731,1,1,-1.511,0,0.06,35,0.179,0.255,0.004,0,0.148,0.046,0.175,0.032,0.161,0.928,0.101,0.038,0.008,0.085,0,none
WK0001732,4,0,0.391,1,0.101,177,0.053,0.112,0.031,1,0.031,0.255,0.129,0.028,0.078,0.965,0.122,0.142,0.012,0.105,0,none
WK0001733,2,1,0.216,0,0.042,93,0.01,0.196,0.177,1,0.156,0.153,0.143,0.136,0.177,0.852,0.042,0.21,0.119,0.144,0,none
WK0001734,1,0,-1.626,14,0.812,4,-0.039,0.192,0.06,0,0.107,0.93,0.171,0.094,0.021,0.852,0.97,0.165,0.142,0.124,1,location_fraud
WK0001735,5,2,-0.112,0,0.075,24,-0.189,0.006,0.255,1,0.108,0.088,0.009,0.038,0.113,0.934,0.021,0.078,0.148,0.022,0,none
WK0001736,5,7,4.289,1,0.757,67,-0.156,0.95,0.072,0,0.037,0.186,0.22,0.092,0.164,0.172,0.037,0.238,0.063,0.113,1,fake_rain_claim
WK0001737,3,1,0.202,0,0.098,16,-0.189,0.075,0.027,0,0.037,0.204,0.009,0.029,0.06,0.967,0.063,0.188,0.117,0.062,0,none
WK0001738,5,0,0.413,2,0.115,79,0.103,0.082,0.204,1,0.096,0.207,0.196,0.074,0.075,0.914,0.157,0.179,0.159,0.051,0,none
WK0001739,2,0,0.013,0,0.012,116,0.095,0.24,0.046,0,0.036,0.159,0.024,0.113,0.126,0.868,0.098,0.08,0.013,0.173,0,none
WK0001740,5,2,0.25,1,0.234,76,0.057,0.224,0.062,0,0.068,0.138,0.152,0.029,0.18,0.812,0.062,0.18,0.009,0.111,0,none
WK0001741,5,0,-0.449,0,0.214,45,0.074,0.259,0.327,1,0.122,0.061,0.089,0.137,0.002,0.942,0.067,0.088,0.041,0.049,0,none
WK0001742,4,1,0.408,0,0.275,38,-0.087,0.199,0.321,1,0.007,0.202,0.093,0.052,0.023,0.969,0.032,0.247,0.123,0.008,0,none
WK0001743,1,0,-1.384,2,0.091,55,-0.093,0.076,0.265,0,0.156,0.246,0.142,0.074,0.045,0.892,0.086,0.012,0.062,0.145,0,none
WK0001744,3,2,0.201,1,0.185,72,0.156,0.134,0.131,0,0.024,0.055,0.236,0.101,0.16,0.94,0.11,0.088,0.034,0.001,0,none
WK0001745,4,0,2.185,0,0.048,83,-0.038,0.176,0.159,1,0.111,0.21,0.138,0.115,0.003,0.818,0.119,0.017,0.155,0.055,0,none
WK0001746,5,1,-0.308,2,0.366,18,0.07,0.174,0.099,1,0.163,0.047,0.004,0.062,0.061,0.883,0.065,0.12,0.176,0.064,0,none
WK0001747,1,1,-2.917,2,0.124,78,0.357,0.169,0.044,1,0.214,0.148,0.07,0.129,0.052,0.975,0.16,0.024,0.126,0.175,0,none
WK0001748,3,0,-1.238,0,0.239,22,-0.083,0.095,0.263,0,0.109,0.118,0.108,0.005,0.044,0.929,0.041,0.077,0.009,0.108,0,none
WK0001749,1,0,0.775,1,0.018,65,0.006,0.222,0.233,1,0.025,0.27,0.198,0.124,0.039,0.845,0.002,0.236,0.159,0.0,0,none
WK0001750,2,1,-0.257,2,0.001,163,-0.001,0.172,0.339,0,0.123,0.174,0.157,0.115,0.148,0.803,0.104,0.095,0.103,0.188,0,none
WK0001751,1,0,0.713,0,0.007,73,0.064,0.143,0.221,0,0.089,0.242,0.115,0.064,0.122,0.981,0.004,0.167,0.004,0.093,0,none
WK0001752,5,1,0.14,0,0.182,13,0.14,0.006,0.039,0,0.0,0.127,0.227,0.002,0.139,0.926,0.138,0.186,0.005,0.217,0,none
WK0001753,3,0,-0.242,2,0.276,55,-0.264,0.214,0.149,1,0.236,0.052,0.134,0.035,0.147,0.912,0.153,0.1,0.131,0.038,0,none
WK0001754,1,1,1.795,2,0.014,183,0.48,0.168,0.049,0,0.218,0.175,0.211,0.1,0.07,0.926,0.116,0.231,0.176,0.011,0,none
WK0001755,4,0,-0.181,0,0.124,29,0.033,0.16,0.147,1,0.107,0.239,0.046,0.095,0.137,0.944,0.002,0.275,0.094,0.109,0,none
